TEMPO;FO
0;99785
5;86034
10;86034
15;86034
20;83472
25;81400
30;81400
35;80701
40;77742
45;77742
50;77387
55;77270
60;77270
65;77270
70;77270
75;77270
80;77270
85;77270
90;77270
95;77270
100;77270
105;77270
110;77270
115;77270
120;77270
125;77270
130;77270
135;77270
140;77270
145;77270
150;77270
155;77270
160;77270
165;77270
170;77270
175;77270
180;77270
185;77270
190;77270
195;77270
200;77270
205;77270
210;77270
215;77270
220;77270
225;77270
230;77270
235;77270
240;77270
245;77270
250;77270
255;77270
260;77270
265;77270
270;77270
275;77270
280;77270
285;77270
290;77270
295;77270
300;77270
