TEMPO;FO
0;86791
5;79743
10;79062
15;79062
20;79062
25;79062
30;79062
35;79062
40;79062
45;79062
50;79062
55;79062
60;79062
65;79062
70;79062
75;79062
80;79062
85;79062
90;79062
95;79062
100;79062
105;79062
110;79062
115;77811
120;77811
125;77737
130;77737
135;77737
140;77737
145;77737
150;77737
155;77737
160;77737
165;77737
170;77737
175;77737
180;77737
185;77737
190;77737
195;77737
200;77737
205;77737
210;77737
215;77737
220;77737
225;77737
230;77737
235;77737
240;77737
245;77737
250;77737
255;77737
260;77737
265;77737
270;77737
275;77737
280;77737
285;77737
290;77737
295;77737
300;77737
