TEMPO;FO
0;102136
5;89490
10;89490
15;89490
20;89490
25;89490
30;89490
35;89490
40;89490
45;89490
50;89490
55;89490
60;89490
65;89490
70;89490
75;89490
80;89490
85;89490
90;89490
95;89490
100;89490
105;89490
110;89490
115;89490
120;89490
125;89490
130;89490
135;89490
140;89490
145;89490
150;89490
155;89490
160;89490
165;89490
170;89490
175;89305
180;89305
185;89305
190;89305
195;89305
200;89305
205;89305
210;89305
215;89305
220;89305
225;89305
230;89305
235;89305
240;89305
245;89305
250;89305
255;89305
260;89305
265;89305
270;89305
275;89305
280;89305
285;89305
290;89305
295;89305
300;89305
