TEMPO;FO
0;100624
5;93882
10;93613
15;93613
20;93613
25;88525
30;87627
35;87627
40;87627
45;87627
50;87627
55;87627
60;87627
65;87627
70;87627
75;87627
80;87627
85;87627
90;87627
95;87627
100;87627
105;87627
110;87627
115;87627
120;87627
125;87627
130;87627
135;87627
140;87627
145;87627
150;87627
155;87627
160;87627
165;87627
170;87627
175;87627
180;87627
185;87627
190;87627
195;87627
200;87627
205;87627
210;87627
215;87627
220;87627
225;87627
230;87627
235;87627
240;87627
245;87627
250;87627
255;87627
260;87627
265;87627
270;87627
275;87627
280;87627
285;87627
290;87627
295;87627
300;87627
