TEMPO;FO
0;102694
5;95319
10;94211
15;91534
20;91198
25;91198
30;91198
35;91198
40;91198
45;91198
50;91198
55;91198
60;91198
65;91198
70;91198
75;91198
80;91198
85;91198
90;91198
95;91198
100;91198
105;91198
110;91198
115;91198
120;91198
125;91198
130;91198
135;91198
140;91198
145;91198
150;91198
155;91198
160;91198
165;91198
170;91198
175;91198
180;91198
185;91198
190;91198
195;91198
200;91198
205;91198
210;91198
215;91198
220;91198
225;91198
230;91198
235;91198
240;91198
245;91198
250;91198
255;91198
260;91198
265;91198
270;91198
275;91198
280;91198
285;90541
290;89787
295;89787
300;89787
