TEMPO;FO
0;95472
5;77796
10;77796
15;77061
20;77061
25;77061
30;77061
35;77061
40;77061
45;77061
50;77061
55;77061
60;77061
65;77061
70;77061
75;77061
80;77061
85;77061
90;77061
95;77061
100;77061
105;77061
110;77061
115;77061
120;77061
125;77061
130;77061
135;77061
140;77061
145;77061
150;77061
155;77061
160;77061
165;77061
170;77061
175;77061
180;77061
185;77061
190;77061
195;77061
200;77061
205;77061
210;77061
215;77061
220;77061
225;77061
230;77061
235;77061
240;77061
245;77061
250;77061
255;77061
260;77061
265;77061
270;77061
275;77061
280;77061
285;77061
290;77061
295;77061
300;77061
