TEMPO;FO
0;93105
5;81317
10;80840
15;80840
20;79275
25;74561
30;74112
35;74112
40;74112
45;74112
50;74112
55;74112
60;74112
65;74112
70;74112
75;74112
80;74112
85;74112
90;74112
95;74112
100;74112
105;74112
110;74112
115;74112
120;74112
125;74112
130;74112
135;74112
140;74112
145;74112
150;74112
155;74112
160;74112
165;74112
170;74112
175;74112
180;74112
185;74112
190;74112
195;74112
200;74112
205;74112
210;74112
215;74112
220;74112
225;74112
230;74112
235;74112
240;74112
245;74112
250;74112
255;74112
260;74112
265;74112
270;74112
275;74112
280;74112
285;74112
290;74112
295;74112
300;74112
