TEMPO;FO
0;92524
5;89022
10;88794
15;88794
20;88217
25;88217
30;88217
35;88217
40;88217
45;84684
50;84684
55;84684
60;84684
65;84684
70;84684
75;84668
80;84668
85;82163
90;82163
95;82163
100;82163
105;82163
110;82163
115;82163
120;82163
125;82163
130;82163
135;82018
140;82018
145;82018
150;82018
155;82018
160;82018
165;82018
170;82018
175;82018
180;81171
185;81042
190;81042
195;81042
200;81042
205;81042
210;81042
215;81042
220;81042
225;81042
230;81042
235;81042
240;81042
245;81042
250;81042
255;81042
260;81042
265;81042
270;81042
275;81042
280;81042
285;81042
290;81042
295;81042
300;81042
