TEMPO;FO
0;150658
5;140388
10;137514
15;137264
20;137264
25;137264
30;137264
35;137264
40;136525
45;136525
50;136525
55;136525
60;136525
65;136525
70;136525
75;136525
80;136525
85;136525
90;136525
95;136525
100;136525
105;136492
110;136492
115;136492
120;136492
125;136492
130;136492
135;136492
140;136492
145;136492
150;136492
155;136492
160;136492
165;136492
170;136492
175;136492
180;136492
185;136492
190;136492
195;136492
200;136492
205;136492
210;136492
215;136492
220;136492
225;136492
230;136492
235;136492
240;136492
245;136492
250;136492
255;136492
260;136492
265;136492
270;136492
275;136492
280;136492
285;136492
290;136492
295;136492
300;136492
