TEMPO;FO
0;107263
5;92533
10;90664
15;90635
20;88247
25;88247
30;88247
35;86340
40;86340
45;86340
50;86340
55;86340
60;86340
65;86340
70;86340
75;86340
80;86340
85;86340
90;86340
95;86340
100;86340
105;86340
110;86340
115;86340
120;86340
125;86340
130;86340
135;86340
140;86340
145;86340
150;86340
155;86340
160;86340
165;86340
170;86340
175;86340
180;86340
185;86340
190;86340
195;86340
200;86340
205;86340
210;86340
215;86340
220;86340
225;86340
230;86340
235;86340
240;86340
245;86340
250;86340
255;86340
260;86340
265;86340
270;86340
275;86340
280;86340
285;86340
290;86340
295;86340
300;86340
