TEMPO;FO
0;94503
5;85096
10;85096
15;81820
20;81820
25;81820
30;81820
35;81593
40;81593
45;81593
50;81593
55;81593
60;81593
65;81593
70;81593
75;81593
80;81593
85;81593
90;81593
95;81593
100;81593
105;81593
110;81593
115;81593
120;81593
125;81464
130;81464
135;81464
140;81464
145;81464
150;81464
155;81464
160;81464
165;81464
170;81464
175;81464
180;81464
185;81464
190;81464
195;81464
200;81464
205;81464
210;81464
215;81464
220;81464
225;81464
230;81464
235;81464
240;81464
245;81464
250;81464
255;81464
260;81464
265;81464
270;81464
275;81464
280;81464
285;81464
290;81464
295;81464
300;81464
