TEMPO;FO
0;148222
5;139356
10;139216
15;139216
20;139216
25;139021
30;139021
35;139021
40;139021
45;139021
50;138416
55;138401
60;138393
65;138393
70;138393
75;138393
80;138393
85;138393
90;138393
95;138393
100;138393
105;138393
110;138393
115;138393
120;138393
125;138393
130;138393
135;137599
140;137250
145;137250
150;137250
155;137250
160;137250
165;137250
170;137250
175;137250
180;137250
185;137250
190;137250
195;137250
200;137250
205;137250
210;137250
215;137250
220;137250
225;137250
230;137250
235;137250
240;137250
245;137250
250;137250
255;137250
260;137250
265;137250
270;137250
275;137250
280;137250
285;137250
290;137250
295;137250
300;137250
