TEMPO;FO
0;90912
5;82960
10;81003
15;80989
20;80989
25;80989
30;80896
35;80880
40;80839
45;80839
50;80839
55;80839
60;80839
65;80839
70;73859
75;73859
80;73859
85;73859
90;73859
95;73859
100;73859
105;73859
110;73859
115;73859
120;73859
125;73859
130;73859
135;73859
140;73859
145;73859
150;73859
155;73859
160;73859
165;73859
170;73859
175;73859
180;73859
185;73859
190;73859
195;73859
200;73859
205;73859
210;73859
215;73859
220;73859
225;73859
230;73859
235;73859
240;73859
245;73859
250;73859
255;73859
260;73859
265;73859
270;73859
275;73859
280;73859
285;73859
290;73859
295;73859
300;73859
