TEMPO;FO
0;91598
5;81358
10;81321
15;80182
20;80182
25;80182
30;80182
35;80182
40;80182
45;80182
50;80182
55;80182
60;80182
65;76802
70;75306
75;74189
80;73164
85;73164
90;73164
95;73129
100;73129
105;72389
110;72389
115;72389
120;72389
125;72389
130;72389
135;72389
140;72389
145;72389
150;72389
155;72389
160;72389
165;72389
170;72371
175;72371
180;72371
185;72371
190;72371
195;72371
200;72371
205;72371
210;72371
215;72371
220;72371
225;72371
230;72371
235;72371
240;72371
245;72371
250;72371
255;72371
260;72371
265;72371
270;72371
275;72371
280;72371
285;72371
290;72371
295;72371
300;72371
