TEMPO;FO
0;94465
5;84461
10;83525
15;83524
20;83524
25;83524
30;83524
35;83524
40;83524
45;83524
50;83524
55;83524
60;83524
65;83524
70;83524
75;83524
80;83524
85;83524
90;83524
95;83524
100;83524
105;83524
110;83524
115;83524
120;83524
125;83524
130;83524
135;83524
140;83524
145;83524
150;83524
155;83524
160;83524
165;83524
170;83524
175;83524
180;83524
185;83524
190;83524
195;83524
200;83524
205;83524
210;83524
215;83524
220;83524
225;83524
230;83524
235;83524
240;83524
245;83524
250;83524
255;83524
260;83524
265;83524
270;83524
275;83524
280;83524
285;83524
290;83524
295;83524
300;83524
