TEMPO;FO
0;147032
5;143609
10;140979
15;140598
20;140598
25;139821
30;139821
35;139821
40;139821
45;139821
50;139821
55;138894
60;138175
65;137256
70;137256
75;137256
80;137256
85;137256
90;137256
95;137256
100;137256
105;137256
110;137256
115;137256
120;137256
125;137256
130;137256
135;137256
140;137256
145;137256
150;137256
155;137256
160;137256
165;137256
170;137256
175;137256
180;137256
185;137256
190;137256
195;137256
200;137256
205;137256
210;137256
215;137191
220;137191
225;137191
230;137191
235;137191
240;137191
245;137191
250;137191
255;137191
260;137191
265;137191
270;137191
275;137191
280;137191
285;137191
290;137191
295;137191
300;137191
