TEMPO;FO
0;94525
5;82056
10;78890
15;76930
20;75373
25;75373
30;75373
35;75373
40;75373
45;75373
50;75373
55;75373
60;75373
65;73610
70;72797
75;72797
80;72797
85;72797
90;72797
95;72797
100;72797
105;72797
110;72797
115;72797
120;72797
125;72797
130;72797
135;72797
140;72797
145;72797
150;72797
155;72797
160;72797
165;72797
170;72797
175;72797
180;72797
185;72797
190;72797
195;72797
200;72797
205;72797
210;72797
215;72797
220;72797
225;72797
230;72797
235;72797
240;72797
245;72797
250;72797
255;72797
260;72797
265;72797
270;72797
275;72797
280;72797
285;72797
290;72797
295;72797
300;72797
