TEMPO;FO
0;93565
5;85800
10;83025
15;82501
20;82501
25;82501
30;82501
35;82501
40;82501
45;82501
50;82501
55;82501
60;82501
65;82501
70;82501
75;82501
80;82501
85;82501
90;82501
95;82501
100;82501
105;82501
110;82501
115;82501
120;82501
125;82501
130;82501
135;82501
140;82501
145;82501
150;82501
155;82501
160;82501
165;82501
170;82501
175;82501
180;82501
185;82501
190;82501
195;82501
200;82501
205;82501
210;82501
215;82501
220;82501
225;82501
230;82501
235;82501
240;82501
245;82501
250;82501
255;82501
260;82501
265;82501
270;82501
275;82501
280;82501
285;82501
290;82501
295;82501
300;82501
