TEMPO;FO
0;146533
5;141247
10;141247
15;141247
20;141247
25;141247
30;141247
35;136971
40;136509
45;136503
50;136503
55;136503
60;136503
65;136503
70;136503
75;136503
80;136503
85;136503
90;136503
95;136503
100;136503
105;136503
110;136503
115;136503
120;136503
125;136503
130;136503
135;136503
140;136503
145;136503
150;136503
155;136503
160;136503
165;136503
170;136503
175;136503
180;136503
185;136503
190;136503
195;136503
200;136503
205;136503
210;136503
215;136503
220;136503
225;136503
230;133378
235;133378
240;133378
245;133378
250;133378
255;133378
260;133378
265;133378
270;133378
275;133378
280;133378
285;133378
290;133378
295;133378
300;133378
