TEMPO;FO
0;90411
5;74066
10;73941
15;73941
20;73941
25;73941
30;73941
35;73941
40;73941
45;73941
50;73941
55;73941
60;73941
65;73941
70;73941
75;73941
80;73941
85;73941
90;73941
95;73941
100;73941
105;73941
110;73941
115;73941
120;73941
125;73941
130;73941
135;73941
140;73941
145;73941
150;73941
155;73941
160;73941
165;73941
170;73941
175;73941
180;73941
185;73941
190;73941
195;73941
200;73941
205;73941
210;73941
215;73941
220;73941
225;73941
230;73941
235;73941
240;73941
245;73941
250;73941
255;73941
260;73941
265;73941
270;73941
275;73941
280;73941
285;73941
290;73941
295;73941
300;73941
