TEMPO;FO
0;92498
5;76200
10;76200
15;76200
20;76200
25;76200
30;76200
35;76200
40;74929
45;74929
50;74929
55;74929
60;74929
65;74929
70;74929
75;74929
80;74929
85;74929
90;74929
95;74929
100;74929
105;74929
110;74929
115;74929
120;74929
125;74929
130;74929
135;74929
140;74929
145;74929
150;74929
155;74929
160;74929
165;74929
170;74929
175;74929
180;74929
185;74929
190;74929
195;74929
200;74929
205;74929
210;74929
215;74929
220;74929
225;74929
230;74929
235;74929
240;74929
245;74929
250;74929
255;74929
260;74929
265;74929
270;74929
275;74929
280;74929
285;74929
290;74929
295;74929
300;74929
