TEMPO;FO
0;148743
5;136186
10;135193
15;135193
20;135193
25;135193
30;135193
35;135193
40;135193
45;135193
50;135193
55;135193
60;135193
65;135193
70;135193
75;135193
80;135193
85;135193
90;135193
95;135193
100;135193
105;135193
110;135193
115;135193
120;135193
125;135193
130;135193
135;135193
140;135193
145;135193
150;135193
155;135193
160;135193
165;135193
170;135193
175;135193
180;135193
185;135193
190;135193
195;135193
200;135193
205;135193
210;135193
215;135193
220;135193
225;135193
230;135193
235;135193
240;135193
245;135193
250;135193
255;135193
260;135193
265;135193
270;135193
275;135193
280;135193
285;135193
290;135193
295;135193
300;135193
