TEMPO;FO
0;90077
5;82281
10;80014
15;79227
20;79109
25;79109
30;79109
35;76598
40;76598
45;76598
50;76598
55;76598
60;76598
65;76598
70;76598
75;76598
80;76598
85;76598
90;76598
95;76598
100;76598
105;76598
110;76598
115;76598
120;76598
125;76598
130;76598
135;76598
140;76598
145;76598
150;76598
155;76598
160;76598
165;76598
170;76598
175;76598
180;76598
185;76598
190;76598
195;76598
200;76598
205;76598
210;76598
215;76598
220;76598
225;76598
230;76598
235;76598
240;76598
245;76598
250;76598
255;76598
260;76598
265;76598
270;76598
275;76598
280;76598
285;76598
290;76598
295;76598
300;76598
