TEMPO;FO
0;98261
5;75448
10;75448
15;75448
20;74882
25;74882
30;74882
35;74882
40;74882
45;74882
50;74882
55;74882
60;74882
65;74882
70;74882
75;74882
80;74882
85;74882
90;74882
95;74882
100;74882
105;74882
110;74882
115;74882
120;74882
125;74882
130;74882
135;74882
140;74882
145;74882
150;74882
155;74882
160;74882
165;74882
170;74882
175;74882
180;74882
185;74882
190;74882
195;74882
200;74882
205;74882
210;74882
215;74882
220;74882
225;74882
230;74882
235;74882
240;74882
245;74882
250;74882
255;74882
260;74882
265;74882
270;74882
275;74882
280;74882
285;74882
290;74882
295;74882
300;74882
