TEMPO;FO
0;148195
5;145565
10;145565
15;143489
20;141803
25;141630
30;141630
35;141630
40;137551
45;137551
50;137226
55;137226
60;137226
65;137226
70;137226
75;137226
80;137226
85;137226
90;137226
95;137226
100;137226
105;137180
110;137180
115;137180
120;137180
125;137180
130;137180
135;137180
140;137180
145;137180
150;137180
155;137180
160;137180
165;137180
170;137180
175;137180
180;137180
185;137180
190;137180
195;137180
200;137180
205;137180
210;137180
215;137180
220;137180
225;137180
230;136208
235;135632
240;135632
245;135222
250;135041
255;135041
260;135041
265;134441
270;134441
275;133774
280;133774
285;133774
290;133774
295;133774
300;133774
