TEMPO;FO
0;110904
5;95200
10;95176
15;95176
20;95176
25;95176
30;89487
35;89487
40;89477
45;89477
50;88845
55;88845
60;88213
65;87923
70;87252
75;87252
80;87252
85;87252
90;87252
95;87252
100;87252
105;87252
110;86622
115;84898
120;84898
125;84898
130;84898
135;84898
140;84898
145;84898
150;84898
155;84898
160;84898
165;84898
170;84898
175;84898
180;84898
185;84898
190;84898
195;84898
200;84898
205;84898
210;84898
215;84898
220;84898
225;84898
230;84898
235;84898
240;84898
245;84898
250;84898
255;84898
260;84898
265;84898
270;84898
275;84898
280;84898
285;84898
290;84898
295;84898
300;84898
