TEMPO;FO
0;100325
5;83823
10;81347
15;81347
20;81347
25;81347
30;81347
35;81347
40;81347
45;81286
50;81286
55;81286
60;81286
65;81286
70;81286
75;81286
80;81286
85;81286
90;81286
95;81286
100;81286
105;81286
110;81286
115;81286
120;81286
125;81286
130;81286
135;81286
140;81286
145;81286
150;81286
155;81286
160;81286
165;81286
170;81286
175;81286
180;81286
185;81286
190;81286
195;81286
200;81286
205;81286
210;81286
215;81286
220;81286
225;81286
230;81286
235;81286
240;81286
245;81286
250;81286
255;81286
260;81286
265;81286
270;81286
275;81286
280;81286
285;81286
290;81286
295;81286
300;81286
