TEMPO;FO
0;99259
5;88396
10;85623
15;85623
20;85623
25;85054
30;85054
35;85054
40;85054
45;85054
50;85054
55;85054
60;85054
65;85054
70;85054
75;85054
80;85054
85;85054
90;85054
95;85054
100;85054
105;85054
110;85054
115;85054
120;85054
125;85054
130;85054
135;85054
140;85054
145;85054
150;85054
155;85054
160;85054
165;85054
170;85054
175;85054
180;85054
185;85054
190;85054
195;85054
200;85054
205;85054
210;85054
215;85054
220;85054
225;85054
230;85054
235;85054
240;85054
245;85054
250;85054
255;85054
260;85054
265;85054
270;85054
275;85054
280;85054
285;85054
290;85054
295;85054
300;85054
