TEMPO;FO
0;96674
5;80382
10;79409
15;78491
20;78491
25;78491
30;78491
35;78491
40;78491
45;78491
50;78491
55;78491
60;78491
65;78491
70;78491
75;78491
80;78491
85;78491
90;78491
95;78491
100;78491
105;78491
110;78491
115;78491
120;78491
125;78491
130;78491
135;78491
140;78491
145;78491
150;78491
155;78491
160;78491
165;78491
170;78491
175;78491
180;78491
185;78491
190;78491
195;78491
200;78491
205;78491
210;78491
215;78491
220;78491
225;78491
230;78491
235;78491
240;78491
245;78491
250;78491
255;78491
260;78491
265;78491
270;78491
275;78491
280;78491
285;78491
290;78491
295;78491
300;78491
