TEMPO;FO
0;99682
5;96091
10;96091
15;92884
20;91473
25;91473
30;91194
35;91194
40;91194
45;91194
50;90593
55;89789
60;89789
65;89789
70;89789
75;89789
80;89789
85;89782
90;89229
95;89229
100;89229
105;89229
110;89229
115;89229
120;89229
125;89229
130;89229
135;89229
140;89229
145;89229
150;89229
155;89229
160;89229
165;89229
170;89229
175;89229
180;89229
185;89229
190;89229
195;89229
200;89229
205;89229
210;89229
215;89229
220;89229
225;89229
230;89229
235;89229
240;89229
245;89229
250;89229
255;89229
260;89229
265;89229
270;89229
275;89229
280;89229
285;89229
290;89229
295;89229
300;89229
