TEMPO;FO
0;95034
5;88206
10;88206
15;88048
20;88048
25;87581
30;87213
35;83913
40;81899
45;81899
50;78941
55;78507
60;78507
65;78507
70;78507
75;78507
80;78507
85;78507
90;78507
95;78507
100;78507
105;78507
110;78507
115;78507
120;78507
125;78507
130;78507
135;78507
140;78507
145;78507
150;78507
155;78507
160;78507
165;78507
170;78507
175;78507
180;78507
185;77862
190;77862
195;77862
200;77862
205;77862
210;77862
215;77862
220;77862
225;77862
230;77862
235;77862
240;77862
245;77862
250;77862
255;77862
260;77862
265;77862
270;77862
275;77862
280;77862
285;77862
290;77862
295;77862
300;77862
