TEMPO;FO
0;91607
5;87144
10;86460
15;86460
20;86460
25;86460
30;86460
35;86460
40;86460
45;86460
50;86460
55;86460
60;86460
65;86460
70;86460
75;86460
80;86460
85;86460
90;86460
95;86460
100;86460
105;86460
110;86460
115;86460
120;86460
125;86460
130;86460
135;86460
140;86460
145;86460
150;86460
155;86460
160;86460
165;86460
170;86460
175;86460
180;86460
185;86460
190;86460
195;86460
200;86460
205;86460
210;86460
215;86460
220;86460
225;86460
230;86460
235;86460
240;86460
245;86460
250;86460
255;86460
260;86460
265;86460
270;86460
275;86460
280;86460
285;86460
290;86460
295;86460
300;86460
