TEMPO;FO
0;86688
5;77779
10;77724
15;76603
20;76553
25;76553
30;76553
35;76553
40;75913
45;75913
50;75913
55;75913
60;75913
65;75913
70;75913
75;75913
80;75913
85;75913
90;75913
95;75913
100;75784
105;74886
110;74886
115;74862
120;74862
125;74862
130;74862
135;74862
140;74862
145;74862
150;74862
155;74862
160;74862
165;74862
170;74862
175;74862
180;74862
185;74862
190;74862
195;74862
200;74862
205;74862
210;74862
215;74862
220;74862
225;74862
230;74862
235;74862
240;74862
245;74862
250;74862
255;74862
260;74862
265;74862
270;74862
275;74862
280;74862
285;74862
290;74862
295;74862
300;74862
