TEMPO;FO
0;90297
5;74159
10;73820
15;73820
20;73820
25;73820
30;73820
35;73820
40;73820
45;73820
50;73820
55;73820
60;73820
65;73820
70;73820
75;73820
80;73820
85;73820
90;73820
95;73820
100;73820
105;73820
110;73820
115;73820
120;73820
125;73820
130;73820
135;73820
140;73820
145;73820
150;73820
155;73820
160;73820
165;73820
170;73820
175;73820
180;73820
185;73820
190;73820
195;73820
200;73820
205;73820
210;73820
215;73820
220;73820
225;73820
230;73820
235;73820
240;73820
245;73820
250;73820
255;73820
260;73820
265;73820
270;73820
275;73820
280;73820
285;73820
290;73820
295;73820
300;73820
