TEMPO;FO
0;103510
5;96175
10;94551
15;93222
20;92494
25;92494
30;92494
35;92494
40;88455
45;88455
50;88455
55;88455
60;88455
65;88455
70;88455
75;88455
80;88455
85;88455
90;88455
95;88455
100;88455
105;88455
110;88455
115;88455
120;88455
125;88455
130;88455
135;88455
140;88455
145;88455
150;88455
155;88455
160;88455
165;88455
170;88455
175;88455
180;88455
185;88455
190;88455
195;88455
200;88455
205;88455
210;88455
215;88455
220;88455
225;88455
230;88455
235;88455
240;88455
245;88455
250;88455
255;88455
260;88455
265;88455
270;88455
275;88455
280;88455
285;88455
290;88455
295;88455
300;88455
