TEMPO;FO
0;104594
5;92560
10;87127
15;87127
20;87009
25;86361
30;86361
35;86361
40;86361
45;86361
50;86361
55;86361
60;86361
65;86361
70;86361
75;86361
80;86361
85;86361
90;86361
95;86361
100;86361
105;86361
110;86361
115;86361
120;86361
125;86361
130;86361
135;86361
140;86361
145;86361
150;86361
155;86361
160;86361
165;86361
170;86361
175;86361
180;86361
185;86361
190;86361
195;86361
200;86361
205;86361
210;86361
215;86361
220;86361
225;86361
230;86361
235;86361
240;86361
245;86361
250;86361
255;86361
260;86361
265;86361
270;86361
275;86361
280;86361
285;86361
290;86361
295;86361
300;86361
