TEMPO;FO
0;99956
5;94819
10;94445
15;91137
20;85365
25;83469
30;83469
35;83469
40;83469
45;83469
50;83469
55;83469
60;83469
65;83469
70;83469
75;83469
80;83469
85;83469
90;83469
95;83469
100;83469
105;83469
110;83469
115;83469
120;83469
125;83469
130;83469
135;83469
140;83469
145;83469
150;83469
155;83469
160;83469
165;83469
170;83469
175;83469
180;83469
185;83469
190;83469
195;83469
200;83469
205;83469
210;83469
215;83469
220;83469
225;83469
230;83469
235;83469
240;83469
245;83469
250;83469
255;83469
260;83469
265;83469
270;83469
275;83469
280;83469
285;83469
290;83469
295;83469
300;83469
