TEMPO;FO
0;97269
5;84084
10;84084
15;84084
20;84084
25;82313
30;82313
35;82313
40;82313
45;82313
50;81418
55;81418
60;81418
65;81418
70;81418
75;81418
80;81418
85;81418
90;81418
95;75486
100;73735
105;73735
110;73735
115;73735
120;73735
125;73735
130;73735
135;73735
140;73735
145;73735
150;73735
155;73735
160;73735
165;73735
170;73735
175;73735
180;73735
185;73735
190;73735
195;73735
200;73735
205;73735
210;73735
215;73735
220;73735
225;73735
230;73735
235;73735
240;73735
245;73735
250;73735
255;73735
260;73735
265;73735
270;73735
275;73735
280;73735
285;73735
290;73735
295;73735
300;73735
