TEMPO;FO
0;90746
5;84052
10;81497
15;79783
20;77605
25;77605
30;77605
35;77605
40;77605
45;77605
50;77605
55;77605
60;77605
65;77605
70;77605
75;77605
80;77605
85;77605
90;77605
95;77605
100;77605
105;77605
110;77605
115;77605
120;77605
125;77605
130;77605
135;77536
140;77435
145;77435
150;77435
155;77435
160;77435
165;77435
170;77435
175;77435
180;77435
185;77435
190;77435
195;77435
200;77435
205;77435
210;77435
215;77435
220;77435
225;77435
230;77435
235;77435
240;77435
245;77435
250;77435
255;77435
260;77435
265;77435
270;77435
275;77435
280;77435
285;77435
290;77435
295;77435
300;77435
