TEMPO;FO
0;92960
5;82943
10;81717
15;81717
20;81717
25;81717
30;81717
35;81717
40;81717
45;81717
50;81717
55;81717
60;81717
65;81717
70;81717
75;81717
80;81717
85;81533
90;81533
95;81533
100;80758
105;80233
110;80140
115;80140
120;80140
125;80140
130;80140
135;80140
140;80140
145;80140
150;80140
155;80140
160;80140
165;80140
170;80140
175;80140
180;80140
185;80140
190;80140
195;80140
200;80140
205;80140
210;80140
215;80140
220;80140
225;80140
230;80140
235;80140
240;80140
245;80140
250;80140
255;80140
260;80140
265;80140
270;80140
275;80140
280;80140
285;80140
290;80140
295;80140
300;80140
