TEMPO;FO
0;144855
5;142694
10;141794
15;141794
20;141794
25;141498
30;141169
35;139867
40;139867
45;139867
50;137061
55;137061
60;135519
65;135519
70;135519
75;135519
80;135519
85;135519
90;135519
95;135519
100;135519
105;135519
110;135519
115;135519
120;135519
125;135519
130;135519
135;135519
140;135519
145;135519
150;135519
155;135519
160;135519
165;135519
170;135519
175;135519
180;135519
185;135519
190;135519
195;135519
200;135519
205;135519
210;135519
215;135519
220;135519
225;135519
230;135519
235;135519
240;135519
245;135519
250;135519
255;135519
260;135519
265;135519
270;135519
275;135519
280;135519
285;135519
290;135519
295;135519
300;135519
