TEMPO;FO
0;149717
5;142223
10;141004
15;141004
20;141004
25;141004
30;140252
35;139170
40;137981
45;137981
50;137981
55;137981
60;137981
65;137981
70;137633
75;137633
80;137633
85;137295
90;137295
95;137295
100;137295
105;137295
110;137295
115;137295
120;137295
125;137295
130;137295
135;137295
140;137295
145;137295
150;137295
155;137295
160;137295
165;137295
170;136403
175;136403
180;136403
185;136403
190;136403
195;136403
200;136403
205;136403
210;136403
215;136403
220;136403
225;136403
230;136403
235;136403
240;136403
245;136403
250;136403
255;136403
260;136403
265;136403
270;136403
275;136403
280;136403
285;136403
290;136403
295;136403
300;136403
