TEMPO;FO
0;102926
5;89948
10;89899
15;89899
20;89899
25;89899
30;89899
35;89899
40;89899
45;89899
50;89899
55;89899
60;89899
65;89899
70;89899
75;89899
80;89899
85;88361
90;88361
95;88184
100;88184
105;88184
110;88184
115;88184
120;88184
125;88184
130;88184
135;88184
140;88184
145;88184
150;88184
155;88184
160;88184
165;88184
170;88184
175;88184
180;88184
185;88184
190;88184
195;88184
200;88184
205;88184
210;88184
215;88184
220;88184
225;88184
230;88184
235;88184
240;88184
245;88184
250;88184
255;88184
260;88184
265;88184
270;88184
275;88184
280;87371
285;86272
290;86059
295;86059
300;86059
