TEMPO;FO
0;101573
5;94775
10;89065
15;89065
20;89065
25;89065
30;89065
35;89065
40;89065
45;89065
50;89065
55;89065
60;89065
65;89065
70;89065
75;89065
80;89065
85;89065
90;89065
95;89065
100;89065
105;89065
110;89065
115;89065
120;89065
125;89065
130;89065
135;89065
140;89065
145;89065
150;89065
155;89065
160;89065
165;89065
170;89065
175;89065
180;89065
185;89065
190;89065
195;89065
200;89065
205;87892
210;87324
215;87324
220;86240
225;85714
230;85714
235;85714
240;85714
245;85714
250;85714
255;85714
260;85714
265;85714
270;85714
275;85714
280;85714
285;85714
290;85714
295;85714
300;85714
