TEMPO;FO
0;145529
5;137067
10;136932
15;135224
20;135224
25;135224
30;135224
35;135224
40;135224
45;135224
50;135224
55;135224
60;135224
65;135224
70;135224
75;135224
80;135224
85;135224
90;135224
95;135224
100;135224
105;135224
110;135224
115;135224
120;135224
125;135224
130;135224
135;135224
140;135224
145;135224
150;135224
155;135224
160;135224
165;135224
170;135224
175;135224
180;135224
185;135224
190;135224
195;135224
200;135224
205;135224
210;135224
215;135224
220;135224
225;135224
230;135224
235;135224
240;135224
245;135224
250;135224
255;135224
260;135224
265;135224
270;135224
275;135224
280;135224
285;135224
290;135224
295;135224
300;135224
