TEMPO;FO
0;106184
5;99414
10;96938
15;96938
20;96938
25;96938
30;96938
35;96938
40;93971
45;92091
50;92091
55;92091
60;92091
65;92091
70;92091
75;92091
80;92091
85;92091
90;92091
95;92091
100;92091
105;92091
110;92091
115;92091
120;92091
125;92091
130;92091
135;92091
140;92091
145;92091
150;92091
155;92091
160;92091
165;92091
170;92091
175;92091
180;92091
185;92091
190;92091
195;92091
200;92091
205;92091
210;92091
215;92091
220;92091
225;92091
230;92091
235;92091
240;92091
245;92091
250;92091
255;92091
260;92091
265;92091
270;92091
275;92091
280;92091
285;92091
290;92091
295;92091
300;92091
