TEMPO;FO
0;156789
5;89510
10;89510
15;89510
20;88039
25;88039
30;88039
35;88039
40;88039
45;88039
50;88039
55;88039
60;88039
65;88039
70;88039
75;86905
80;86905
85;86905
90;86905
95;86905
100;86905
105;86905
110;86905
115;86905
120;86905
125;86905
130;86905
135;86905
140;86905
145;86905
150;86905
155;86905
160;86905
165;86905
170;86905
175;86905
180;86905
185;86905
190;86905
195;86905
200;86905
205;86905
210;86905
215;86905
220;86905
225;86905
230;84686
235;84686
240;84686
245;84686
250;84686
255;84686
260;84686
265;84686
270;84686
275;84686
280;84686
285;84686
290;84495
295;84495
300;84495
