TEMPO;FO
0;149787
5;87497
10;87497
15;87497
20;87497
25;87497
30;87497
35;87497
40;87497
45;83620
50;83620
55;83620
60;83620
65;83620
70;83620
75;83620
80;83620
85;83620
90;83620
95;83620
100;83620
105;83620
110;83620
115;83620
120;83620
125;83620
130;83620
135;83620
140;83620
145;83620
150;83620
155;83620
160;83620
165;83620
170;83620
175;83620
180;83620
185;83620
190;83620
195;83620
200;83620
205;83620
210;83620
215;83620
220;83620
225;83620
230;83620
235;83620
240;83620
245;83620
250;83620
255;83620
260;83620
265;83620
270;83620
275;83620
280;83620
285;83620
290;83620
295;83620
300;83620
