TEMPO;FO
0;151494
5;91596
10;91596
15;91596
20;91047
25;90277
30;89985
35;89985
40;89985
45;89985
50;88998
55;88998
60;88716
65;88716
70;88716
75;88716
80;88716
85;83358
90;83358
95;83358
100;83358
105;83358
110;83358
115;83358
120;83358
125;83358
130;83358
135;83358
140;83358
145;83358
150;83358
155;83358
160;83358
165;83358
170;83358
175;83358
180;83358
185;83358
190;83358
195;83358
200;83358
205;83358
210;83358
215;83358
220;83358
225;83358
230;83358
235;83358
240;83358
245;83358
250;83358
255;83358
260;83358
265;83358
270;83358
275;83358
280;83358
285;83358
290;83358
295;83358
300;83358
