TEMPO;FO
0;170118
5;100993
10;98746
15;98746
20;98746
25;98746
30;95479
35;93646
40;93646
45;93646
50;93646
55;93646
60;93646
65;93646
70;93646
75;93646
80;93646
85;93646
90;93646
95;93646
100;93646
105;93646
110;92194
115;92194
120;92194
125;92194
130;92194
135;92194
140;92194
145;92194
150;92194
155;92194
160;92194
165;92194
170;92194
175;92194
180;92194
185;92194
190;92194
195;92194
200;92194
205;92194
210;92194
215;92194
220;92194
225;92194
230;92194
235;92194
240;91479
245;91479
250;91479
255;91479
260;91479
265;91479
270;91479
275;91479
280;91479
285;91479
290;91479
295;91479
300;91479
