TEMPO;FO
0;236664
5;143357
10;143357
15;143357
20;143357
25;143357
30;143357
35;143357
40;143357
45;143357
50;143357
55;143357
60;143357
65;143345
70;143345
75;143345
80;143345
85;143345
90;143345
95;143345
100;137866
105;137866
110;137866
115;137866
120;137866
125;137866
130;137866
135;137866
140;137866
145;137866
150;137866
155;137866
160;137866
165;137866
170;137866
175;137866
180;137866
185;137866
190;137866
195;137866
200;137866
205;137866
210;137866
215;137866
220;137866
225;137866
230;137866
235;137866
240;137866
245;137866
250;137866
255;137866
260;137866
265;137866
270;137866
275;137866
280;137866
285;137866
290;137866
295;137866
300;137866
