TEMPO;FO
0;157039
5;91149
10;90478
15;89167
20;89167
25;89167
30;89167
35;89167
40;89167
45;89167
50;89167
55;88974
60;88974
65;88974
70;88974
75;88974
80;88974
85;88974
90;88974
95;88974
100;88974
105;88974
110;88974
115;88974
120;81748
125;81748
130;81748
135;81748
140;81748
145;81748
150;81748
155;81748
160;81748
165;81748
170;81748
175;81748
180;81748
185;81748
190;81748
195;81748
200;81748
205;81748
210;81748
215;81748
220;81748
225;81748
230;81748
235;81748
240;81748
245;81748
250;81748
255;81748
260;81748
265;81748
270;81748
275;81748
280;81748
285;81748
290;81748
295;81748
300;81748
