TEMPO;FO
0;153205
5;87630
10;87630
15;87630
20;87630
25;87630
30;87630
35;87630
40;87630
45;87630
50;85170
55;78085
60;78085
65;78085
70;78085
75;78085
80;78085
85;78085
90;78085
95;78085
100;78085
105;78085
110;78085
115;78085
120;78085
125;78085
130;78085
135;78085
140;78085
145;78085
150;78085
155;78085
160;78085
165;78085
170;78085
175;78085
180;78085
185;78085
190;78085
195;78085
200;78085
205;78085
210;78085
215;78085
220;78085
225;78085
230;78085
235;77591
240;77591
245;77591
250;77591
255;77591
260;77591
265;77591
270;77591
275;77591
280;77591
285;77591
290;77591
295;77591
300;77591
