TEMPO;FO
0;87087
5;80615
10;80615
15;80615
20;80615
25;80615
30;80615
35;80615
40;79939
45;79799
50;79799
55;79799
60;79799
65;79799
70;79799
75;79799
80;79564
85;79564
90;79564
95;79564
100;79564
105;79564
110;73726
115;73585
120;73585
125;73585
130;73585
135;73585
140;73585
145;73585
150;73585
155;73579
160;73579
165;73579
170;73579
175;72568
180;72568
185;72568
190;72568
195;72568
200;72568
205;72568
210;72568
215;72568
220;72568
225;72568
230;72568
235;72568
240;72568
245;72568
250;72568
255;72568
260;72568
265;72568
270;72568
275;72568
280;72568
285;72568
290;72568
295;72568
300;72568
