TEMPO;FO
0;87332
5;79582
10;79551
15;77711
20;77711
25;77711
30;77711
35;77711
40;77711
45;77711
50;77711
55;77711
60;77711
65;77711
70;77711
75;77711
80;77711
85;77711
90;77711
95;77711
100;77711
105;77711
110;77711
115;77711
120;77711
125;77711
130;77711
135;77711
140;77711
145;77711
150;77711
155;77711
160;77711
165;77711
170;77711
175;77711
180;77711
185;77711
190;77711
195;77711
200;77711
205;77711
210;77711
215;77711
220;77711
225;77711
230;77711
235;77711
240;77711
245;77711
250;77711
255;77711
260;77711
265;77711
270;77711
275;77711
280;77711
285;77711
290;77711
295;77711
300;77711
