TEMPO;FO
0;88001
5;81597
10;80660
15;80660
20;80660
25;80660
30;80660
35;80660
40;80660
45;80660
50;80660
55;80660
60;80660
65;80660
70;79843
75;79843
80;79755
85;79755
90;79755
95;79755
100;79755
105;79755
110;79755
115;79755
120;78754
125;78754
130;78754
135;78754
140;78754
145;78754
150;78754
155;78754
160;78754
165;78754
170;78754
175;78754
180;78754
185;78754
190;78754
195;78754
200;78754
205;77260
210;77260
215;77260
220;77260
225;77260
230;77260
235;77260
240;77260
245;77260
250;77260
255;77260
260;77260
265;77260
270;77260
275;77260
280;77260
285;77260
290;77260
295;77260
300;77260
