TEMPO;FO
0;95530
5;85513
10;83007
15;83007
20;83007
25;83007
30;82783
35;82783
40;82783
45;82783
50;82783
55;82783
60;82783
65;82783
70;82783
75;82783
80;82783
85;82783
90;82783
95;82783
100;82783
105;82783
110;82783
115;82783
120;82783
125;82783
130;82783
135;82783
140;82783
145;82783
150;82783
155;82783
160;82568
165;82568
170;82568
175;82568
180;82568
185;82228
190;82228
195;82228
200;82228
205;82228
210;82228
215;82228
220;82228
225;82228
230;82228
235;82228
240;82228
245;82228
250;82228
255;82228
260;82228
265;82228
270;82228
275;82228
280;82228
285;82228
290;82228
295;82228
300;82228
