TEMPO;FO
0;92505
5;78849
10;78637
15;78637
20;78637
25;78637
30;78637
35;78637
40;78637
45;78637
50;78637
55;78637
60;78637
65;78519
70;78519
75;78519
80;78519
85;78519
90;78519
95;78519
100;78519
105;78519
110;78519
115;78519
120;78519
125;78519
130;78519
135;76745
140;76745
145;76745
150;76745
155;76745
160;76745
165;76745
170;76745
175;76745
180;76745
185;76745
190;76745
195;76745
200;76745
205;76745
210;76745
215;76745
220;76745
225;76745
230;76745
235;76745
240;76745
245;76745
250;76745
255;76745
260;76745
265;76745
270;76745
275;76745
280;76745
285;76745
290;76745
295;76745
300;76745
