TEMPO;FO
0;87727
5;81290
10;80681
15;80681
20;80681
25;80681
30;80681
35;80681
40;80681
45;80681
50;80681
55;80681
60;80681
65;80681
70;80681
75;80681
80;80681
85;80681
90;80681
95;80681
100;80681
105;80681
110;80681
115;80681
120;80681
125;80681
130;80681
135;80681
140;80681
145;80681
150;80681
155;80681
160;80681
165;80681
170;80681
175;80681
180;80291
185;78317
190;78287
195;78287
200;78129
205;77960
210;77960
215;77960
220;77960
225;77960
230;77960
235;77960
240;77960
245;77960
250;77960
255;77960
260;77960
265;77960
270;77960
275;77960
280;77960
285;77960
290;77960
295;77960
300;77960
