TEMPO;FO
0;100852
5;94116
10;93665
15;93342
20;93342
25;93334
30;93334
35;93334
40;93334
45;93334
50;93334
55;93334
60;93334
65;93334
70;93334
75;93334
80;93334
85;93334
90;93334
95;93334
100;93334
105;93334
110;93334
115;93334
120;93334
125;93334
130;93334
135;93334
140;93334
145;93334
150;93334
155;90047
160;90047
165;90047
170;90047
175;90047
180;90047
185;90047
190;90047
195;90047
200;90047
205;90047
210;90047
215;90047
220;90047
225;90047
230;90047
235;90047
240;90047
245;90047
250;90047
255;90047
260;90047
265;90047
270;90047
275;90047
280;90047
285;90047
290;90047
295;90047
300;90047
