TEMPO;FO
0;103877
5;96280
10;90996
15;90996
20;90996
25;90996
30;90996
35;90996
40;90996
45;90996
50;90996
55;90996
60;90996
65;90996
70;90996
75;90996
80;90996
85;90996
90;90996
95;90996
100;90996
105;89712
110;89427
115;88159
120;87022
125;87022
130;87022
135;87022
140;87022
145;87022
150;87022
155;87022
160;87022
165;87022
170;87022
175;87022
180;87022
185;87022
190;87022
195;87022
200;87022
205;87022
210;87022
215;87022
220;87022
225;87022
230;87022
235;87022
240;87022
245;87022
250;87022
255;87022
260;87022
265;87022
270;87022
275;87022
280;87022
285;87022
290;87022
295;87022
300;87022
