TEMPO;FO
0;171581
5;99952
10;99666
15;99666
20;99666
25;94543
30;94543
35;94543
40;94543
45;94543
50;94543
55;91920
60;91920
65;91920
70;91920
75;91920
80;91920
85;91920
90;91920
95;91920
100;91920
105;91920
110;91920
115;91920
120;91920
125;91920
130;91920
135;91920
140;91920
145;91920
150;91920
155;91920
160;91920
165;91237
170;91237
175;91237
180;91237
185;91237
190;91237
195;91237
200;91237
205;91237
210;91237
215;91237
220;91237
225;91237
230;91237
235;91237
240;91237
245;91237
250;91237
255;91237
260;91237
265;91237
270;91237
275;91237
280;91237
285;91237
290;91237
295;91237
300;91237
