TEMPO;FO
0;149967
5;89337
10;88276
15;87819
20;83212
25;83212
30;83212
35;83212
40;83212
45;83212
50;83212
55;83212
60;83212
65;83212
70;83212
75;83212
80;83212
85;83212
90;83212
95;83212
100;83212
105;83212
110;83212
115;83212
120;83212
125;83212
130;83212
135;83212
140;83212
145;83212
150;83212
155;83212
160;83212
165;83212
170;83212
175;83212
180;83212
185;83212
190;83212
195;83212
200;83212
205;83212
210;83212
215;83212
220;83212
225;83212
230;83212
235;83212
240;83212
245;83212
250;83212
255;83212
260;83212
265;83212
270;83212
275;83212
280;83212
285;83212
290;83212
295;83212
300;83212
