TEMPO;FO
0;151423
5;89080
10;89080
15;84339
20;83827
25;83827
30;83827
35;83827
40;83827
45;83827
50;83827
55;83827
60;83827
65;83827
70;83827
75;83827
80;83827
85;83827
90;83827
95;83827
100;83827
105;83827
110;83827
115;83827
120;83827
125;83827
130;83827
135;83827
140;83827
145;83827
150;83827
155;83827
160;83827
165;83827
170;83827
175;83827
180;83827
185;83827
190;83827
195;83827
200;83827
205;83827
210;80570
215;80570
220;80570
225;80570
230;80570
235;80570
240;80570
245;80570
250;80570
255;80570
260;80570
265;80570
270;80570
275;80570
280;80570
285;80570
290;80570
295;80570
300;80570
